"ID","First Name","Last Name","Title","Email","Phone","Company","Website","Industry","Company Size","Location","Country","Rating","Reviews","Address","Website Quality Score","Opportunity Score","Status","Source","LinkedIn","Notes","Created At"
"71","","","","jimmy@pinonpainting.com","(928) 778-2902","Pinon Painting, LLC","www.pinonpainting.com","Home Services","1-10","1032 Fair St, Prescott, AZ 86305, USA","US","4.9","346","1032 Fair St, Prescott, AZ 86305, USA","","0","new","google_places","","Description: Pinon Painting, LLC is a family-owned and operated full-service residential and commercial painting company based in Prescott, AZ. Services: Residential Painting (Interior, Exterior, Cabinet Refinishing, Deck & Fence Staining, Pressure Washing), Commercial Painting (Interior, Exterior, New Construction) Specialties: Licensed, bonded, and insured; family-owned and operated; experienced and professional painters; focus on high-quality materials and customer satisfaction. Target Market: Residential and commercial clients in Prescott, Prescott Valley, Chino Valley, Dewey-Humboldt, and surrounding areas in Arizona. Description: Pinon Painting, LLC is a family-owned and operated painting company based in Prescott, AZ, offering comprehensive residential and commercial painting services. They are dedicated to providing superior interior and exterior painting solutions to their local community. Services: Interior Painting, Exterior Painting, Commercial Painting, Cabinet Painting, Deck & Fence Staining, Drywall Repair, Popcorn Ceiling Removal, Pressure Washing Specialties: Residential and commercial interior and exterior painting, local service for the Prescott area, family-owned and operated, licensed, bonded, and insured. Target Market: Homeowners and businesses in Prescott, Prescott Valley, Chino Valley, Dewey-Humboldt, and surrounding areas in Arizona.","2026-02-27T19:43:10.000Z"
"72","","","","","(928) 237-3941","Finishing Touch Painting","www.finishingtouchpaintingaz.com","Home Services","1-10","1030 Sandretto Dr suite j, Prescott, AZ 86305, USA","US","4.9","204","1030 Sandretto Dr suite j, Prescott, AZ 86305, USA","","0","new","google_places","","Description: Finishing Touch Painting is a locally owned and operated company in Prescott, AZ, specializing in high-quality residential and commercial painting services. Services: Interior Painting, Exterior Painting, Commercial Painting, Staining & Sealing, Drywall Repair, Power Washing, Cabinet Refinishing Specialties: Residential and commercial painting, licensed, bonded, and insured, local expertise, quality workmanship Target Market: Residential homeowners and commercial businesses in Prescott, AZ, and surrounding areas Description: Finishing Touch Painting is a family-owned and operated company based in Prescott, AZ, offering comprehensive interior and exterior painting services for both residential and commercial clients. Services: Interior Painting, Exterior Painting, Cabinet Refinishing, Commercial Painting, Drywall Repair, Staining & Sealing, Pressure Washing Specialties: Family-owned and operated, licensed, bonded, and insured, free estimates, attention to detail, quality craftsmanship, exceptional customer service. Target Market: Residential and commercial clients in Prescott and the Quad Cities area of Arizona.","2026-02-27T19:43:10.000Z"
"73","","","","","(928) 910-9593","Jr Painting LLC","jrpaintingaz.com","Home Services","1-10","8516 E State Rte 69 Suite F room 2, Prescott Valley, AZ 86314, USA","US","5","125","8516 E State Rte 69 Suite F room 2, Prescott Valley, AZ 86314, USA","","0","new","google_places","","Description: Jr Painting LLC is a family-owned and operated painting company based in Prescott Valley, AZ, offering a comprehensive range of interior, exterior, and commercial painting services. They focus on delivering high-quality craftsmanship and ensuring customer satisfaction for both residential and commercial clients. Services: Interior Painting, Exterior Painting, Commercial Painting, Cabinet Refinishing, Drywall Repair, Stucco Repair, Power Washing Specialties: Residential and Commercial Painting, Cabinet Refinishing, Stucco Repair, licensed, bonded, and insured Target Market: Residential homeowners and commercial businesses in Prescott Valley, AZ, and surrounding areas Description: Jr Painting LLC is a locally owned and operated company providing professional interior, exterior, residential, and commercial painting services in Prescott Valley, AZ. Services: Interior painting, Exterior painting, Residential painting, Commercial painting, Cabinet painting & refinishing, Drywall repair, Stucco repair, Power washing, Deck & fence staining Specialties: High-quality workmanship, Licensed and insured, Free estimates, Local expertise Target Market: Homeowners and businesses in Prescott Valley, AZ, and surrounding areas","2026-02-27T19:43:10.000Z"
"74","","","","","(928) 778-1575","J & J Painting","www.jandjpaintingprescott.com","Home Services","1-10","2530 W Copper Basin Rd, Prescott, AZ 86303, USA","US","4.4","30","2530 W Copper Basin Rd, Prescott, AZ 86303, USA","","0","new","google_places","","Description: J & J Painting is a family-owned and operated painting contractor based in Prescott, AZ, offering professional residential and commercial painting services since 2008. They are licensed, bonded, and insured, focusing on quality workmanship and customer satisfaction. Services: Interior Painting,Exterior Painting,Commercial Painting,Deck Staining & Sealing,Fence Staining & Sealing,Cabinet Refinishing,Power Washing,Drywall Repair Specialties: Residential Painting,Commercial Painting,Cabinet Refinishing,Deck & Fence Staining,Licensed, Bonded, and Insured Target Market: Homeowners and businesses in Prescott, Prescott Valley, and surrounding areas in Arizona Description: J & J Painting is a family-owned and operated business based in Prescott, AZ, specializing in professional interior, exterior, and commercial painting services. Services: Interior Painting, Exterior Painting, Commercial Painting, Cabinet Painting, Deck & Fence Staining Specialties: Licensed, bonded, and insured; family-owned and operated; local expertise; commitment to quality and customer satisfaction; free estimates. Target Market: Residential and commercial clients in Prescott, Prescott Valley, Chino Valley, Dewey, Mayer, and surrounding areas in Arizona.","2026-02-27T19:43:10.000Z"
"75","","","","","(928) 710-0891","Victor's Painting LLC","www.victorspaintingaz.com","Home Services","1-10","150 AZ-89 Ste. F, Chino Valley, AZ 86323, USA","US","5","21","150 AZ-89 Ste. F, Chino Valley, AZ 86323, USA","","0","new","google_places","","Description: Victor's Painting LLC is a family-owned and operated business offering professional residential and commercial painting services in Chino Valley, AZ, and surrounding areas. They specialize in transforming spaces with high-quality interior, exterior, and specialty painting solutions. Services: Interior Painting, Exterior Painting, Residential Painting, Commercial Painting, Cabinet Painting, Deck & Fence Staining, Pressure Washing Specialties: Family-owned and operated, comprehensive painting solutions including specialized services like cabinet painting and deck/fence staining, serving multiple communities in Northern Arizona. Target Market: Residential homeowners and commercial businesses in Chino Valley, Prescott, Prescott Valley, Sedona, Cottonwood, and surrounding regions of Arizona. Description: Victor's Painting LLC is a local, family-owned business providing comprehensive interior and exterior painting services for residential and commercial clients. They serve Chino Valley, Prescott, Prescott Valley, and surrounding communities in Arizona. Services: Interior Painting,Exterior Painting,Residential Painting,Commercial Painting,Drywall Repair,Cabinet Refinishing,Deck & Fence Staining,Power Washing Specialties: Residential Painting,Commercial Painting,Interior Painting,Exterior Painting,Family-Owned and Operated,Local Service Target Market: Residential and commercial property owners in Chino Valley, Prescott, Prescott Valley, and surrounding communities in Arizona.","2026-02-27T19:43:10.000Z"
"76","","","","info@division9painting.net","(928) 487-5919","DIVISION 9 PAINTING","www.division9painting.net","Home Services","1-10","442 Miller Valley Rd Ste 10431, Prescott, AZ 86301, USA","US","5","35","442 Miller Valley Rd Ste 10431, Prescott, AZ 86301, USA","","0","new","google_places","","Description: Division 9 Painting is a premier painting contractor based in Prescott, Arizona, specializing in high-quality interior and exterior painting for residential and commercial properties. Services: Interior painting, Exterior painting, Commercial painting, Residential painting, Cabinet painting, Drywall repair, Pressure washing, Staining & varnishing Specialties: High-quality craftsmanship, attention to detail, professionalism, customer satisfaction, and expertise in both residential and commercial painting projects. Target Market: Residential and commercial property owners in Prescott, Prescott Valley, Chino Valley, Dewey-Humboldt, and surrounding areas in Arizona. Description: Division 9 Painting is a locally owned and operated painting contractor based in Prescott, Arizona, offering high-quality residential and commercial painting services. Services: Interior Painting, Exterior Painting, Cabinet Refinishing, Deck & Fence Staining, Drywall Repair, Power Washing Specialties: High-quality craftsmanship, customer satisfaction, fully licensed and insured, and comprehensive painting-related services. Target Market: Residential and commercial clients in Prescott, Arizona, and surrounding areas","2026-02-27T19:43:10.000Z"
"77","","","","tmartin@certapro.com","(928) 433-2417","CertaPro Painters of Northern Arizona","certapro.com/northernaz/painters-prescott-az/?utm_source=google&utm_medium=organic&utm_campaign=gmb","Home Services","11-50","8766 E State Rte 69 Suite I, Prescott Valley, AZ 86314, USA","US","4.7","149","8766 E State Rte 69 Suite I, Prescott Valley, AZ 86314, USA","","0","new","google_places","","Description: CertaPro Painters of Northern Arizona is a locally owned and operated franchise offering comprehensive residential and commercial painting services across Northern Arizona, focusing on quality and customer satisfaction. Services: Interior Painting, Exterior Painting, Cabinet Painting, Drywall Repair, Wallpaper Removal, Pressure Washing, Staining & Sealing, Color Consultation Specialties: Residential and commercial painting expertise, free estimates, color consultation, professional project management, licensed and insured, local ownership, customer satisfaction guarantee Target Market: Homeowners and businesses in Prescott Valley, Prescott, Sedona, Flagstaff, Cottonwood, and surrounding Northern Arizona areas","2026-02-27T19:43:10.000Z"
"78","","","","info@sedonahousepainting.com","(928) 963-3689","Canyon Painting, LLC","sedonahousepainting.com/prescott-valley-painting-company/?utm_campaign=gmb-posts&utm_medium=organic&utm_source=local","Home Services","1-10","3131 N Robert Rd Suite 6, Prescott Valley, AZ 86314, USA","US","4.9","63","3131 N Robert Rd Suite 6, Prescott Valley, AZ 86314, USA","","0","new","google_places","","Description: Canyon Painting, LLC, operating as Sedona House Painting in the Prescott Valley area, is a professional painting contractor specializing in high-quality interior and exterior painting for both residential and commercial clients. Services: Interior Painting, Exterior Painting, Residential Painting, Commercial Painting, Cabinet Painting, Drywall Repair, Power Washing, Staining Specialties: Detailed preparation work, use of premium paints, experienced painters, focus on customer satisfaction, clean work environment, and comprehensive project management from start to finish. Target Market: Homeowners and businesses in Prescott Valley, AZ, and surrounding communities.","2026-02-27T19:43:10.000Z"
"79","","","","","(928) 899-6252","Listol Painting","listolpainting.com","Home Services","1-10","196 Sheffield Dr, Prescott, AZ 86303, USA","US","4.8","21","196 Sheffield Dr, Prescott, AZ 86303, USA","","0","new","google_places","","Description: Listol Painting is a family-owned and operated business based in Prescott, AZ, specializing in high-quality residential and commercial painting services. Services: Interior painting, exterior painting, cabinet refinishing, commercial painting Specialties: Detailed prep work, high-quality craftsmanship, licensed, bonded, and insured services Target Market: Homeowners and businesses in Prescott, Prescott Valley, Chino Valley, and Dewey-Humboldt, AZ Description: Listol Painting is a professional, locally owned and operated company based in Prescott, AZ, specializing in high-quality interior and exterior painting services for both residential and commercial properties. Services: Interior Painting, Exterior Painting, Residential Painting, Commercial Painting, Color Consultation Specialties: High-quality craftsmanship, professionalism, attention to detail, customer satisfaction, local expertise Target Market: Homeowners and businesses in Prescott, AZ, and surrounding areas","2026-02-27T19:43:10.000Z"
"80","","","","","(928) 775-5858","Copperstate Painters LLC","www.copperstatepainters.com","Home Services","1-10","4684 N Custer Cir, Prescott Valley, AZ 86314, USA","US","5","55","4684 N Custer Cir, Prescott Valley, AZ 86314, USA","","0","new","google_places","","Description: Copperstate Painters LLC is a family-owned and operated painting company based in Prescott Valley, AZ, offering comprehensive residential and commercial painting services. Services: Residential Interior Painting, Residential Exterior Painting, Commercial Interior Painting, Commercial Exterior Painting, Cabinet Refinishing, Deck & Fence Staining, Power Washing Specialties: Family-owned and operated, comprehensive painting solutions, quality craftsmanship, local service in the Quad Cities area Target Market: Homeowners and businesses in Prescott Valley, the Quad Cities, and surrounding areas Description: Copperstate Painters LLC is a locally owned and operated company based in Prescott Valley, AZ, specializing in residential and commercial painting services. They are committed to delivering exceptional results and customer satisfaction. Services: Residential Painting, Commercial Painting, Interior Painting, Exterior Painting, Cabinet Painting, Deck Staining, Drywall Repair Specialties: Residential Painting, Commercial Painting, Cabinet Painting, Deck Staining, Drywall Repair, local expertise, quality craftsmanship Target Market: Homeowners and businesses in Prescott Valley, AZ, and surrounding areas","2026-02-27T19:43:10.000Z"
"61","","","","","(480) 426-0885","Scottsdale Roofing and Gutters","www.scottsdaleroofingandgutters.com","Home Services","","8075 E Morgan Trail, Scottsdale, AZ 85258, USA","US","5","127","8075 E Morgan Trail, Scottsdale, AZ 85258, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"62","","","","","(480) 506-0678","Scottsdale Roofing","roofing-scottsdale.com","Home Services","","14000 N 94th St UNIT 3139, Scottsdale, AZ 85260, USA","US","5","39","14000 N 94th St UNIT 3139, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"63","","","","speoples@koreroofing.com","(480) 470-5848","Kore Roofing","www.koreroofing.com","Home Services","","4241 N Winfield Scott Plaza #201, Scottsdale, AZ 85251, USA","US","4.9","211","4241 N Winfield Scott Plaza #201, Scottsdale, AZ 85251, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"64","","","","","(602) 909-0178","Ironwood Roofing","ironwoodroofing.com","Home Services","","20802 N Grayhawk Dr, Scottsdale, AZ 85255, USA","US","4.9","229","20802 N Grayhawk Dr, Scottsdale, AZ 85255, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"65","","","","erik@unitedcontractinggroup.com","(602) 962-8428","United Roofing and General Contracting","www.unitedcontractinggroup.com","Home Services","","7729 E Greenway Rd # 100, Scottsdale, AZ 85260, USA","US","4.9","268","7729 E Greenway Rd # 100, Scottsdale, AZ 85260, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"66","","","","john@irishroofingcompany.com","(480) 613-8815","Irish Roofing Company","www.irishroofingcompany.com","Home Services","","7377 E Doubletree Ranch Rd a 280, Scottsdale, AZ 85258, USA","US","4.9","173","7377 E Doubletree Ranch Rd a 280, Scottsdale, AZ 85258, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"67","","","","info@tiptoproofingservice.com","(480) 877-1643","Tip Top Roofing Service","tiptoproofingservice.com","Home Services","","6830 E 5th Ave Suite #205, Scottsdale, AZ 85251, USA","US","5","111","6830 E 5th Ave Suite #205, Scottsdale, AZ 85251, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
"68","","","","admin@acclaimedroofingaz.com","(480) 454-7033","Acclaimed Roofing Scottsdale | Residential & Commercial","acclaimedroofingaz.com","Home Services","","6619 N Scottsdale Rd #7, Scottsdale, AZ 85250, USA","US","4.9","121","6619 N Scottsdale Rd #7, Scottsdale, AZ 85250, USA","","0","new","google_places","","","2026-02-27T04:20:57.000Z"
